Sample Number,Sample Date,Sample Time,Sample Site,Sample class,Residual Free Chlorine (mg/L),Turbidity (NTU),Fluoride (mg/L),Coliform (Quanti-Tray) (MPN /100mL),E.coli(Quanti-Tray) (MPN/100mL)
201910098,04-10-19,09:27,57200,Operational,0.31,0.65,,<1,<1
201910099,04-10-19,10:19,58950,Compliance,0.59,0.71,,<1,<1
201910244,04-10-19,10:23,34850,Compliance,0.34,0.60,,<1,<1
201913261,05-10-19,09:04,11050,Compliance,0.62,0.64,,<1,<1
201913262,05-10-19,10:30,14450,Compliance,0.58,0.66,,<1,<1
201913263,05-10-19,11:00,14850,Compliance,0.58,0.67,,<1,<1
201913264,05-10-19,08:02,16950,Compliance,0.62,0.66,,<1,<1
201913265,05-10-19,09:59,1S07,Operational,0.66,0.70,,<1,<1
201913266,05-10-19,11:26,30850,Compliance,0.56,0.16,,<1,<1
201913267,05-10-19,09:23,3SC26,Operational,0.66,<0.10,,<1,<1
201913276,05-10-19,08:38,42850,Compliance,0.68,0.72,,<1,<1
201913277,05-10-19,11:22,44550,Compliance,0.24,0.84,,<1,<1
201913278,05-10-19,08:09,44700,Operational,0.75,0.70,,<1,<1
201913279,05-10-19,10:53,45000,Operational,0.64,0.74,,<1,<1
201913280,05-10-19,10:22,47750,Compliance,0.54,0.90,,<1,<1
201913281,05-10-19,09:51,76950,Compliance,0.39,0.71,,<1,<1
201913282,05-10-19,09:19,77150,Compliance,0.24,0.72,,<1,<1
201913283,05-10-19,08:21,12250,Compliance,0.77,0.67,,<1,<1
201913284,05-10-19,09:41,18900,Operational,0.80,0.64,,<1,<1
201913285,05-10-19,10:08,1S03,Operational,0.67,0.81,0.73,<1,<1
201913286,05-10-19,08:42,1S03A,Operational,0.83,0.70,0.73,<1,<1
201913287,05-10-19,09:22,1S03B,Operational,0.86,0.76,0.74,<1,<1
201913288,05-10-19,10:00,1SCH3,Operational,0.73,0.69,0.73,<1,<1
201913289,05-10-19,10:08,1SCL1,Operational,0.73,<0.10,0.74,<1,<1
201913290,05-10-19,11:34,34950,Compliance,0.70,0.73,,<1,<1
201913291,05-10-19,08:44,21650,Compliance,0.38,0.71,,<1,<1
201913292,05-10-19,10:18,23150,Compliance,0.51,0.84,,<1,<1
201913293,05-10-19,09:15,23200,Operational,0.49,0.74,,<1,<1
201913294,05-10-19,09:41,23250,Compliance,0.49,0.73,,<1,<1
201913295,05-10-19,10:44,23750,Compliance,0.46,0.73,,<1,<1
201913296,05-10-19,11:11,24050,Compliance,0.27,0.79,,<1,<1
201913297,05-10-19,11:47,26850,Compliance,0.47,0.95,,<1,<1
201913298,05-10-19,08:49,32850,Compliance,0.34,0.94,,<1,<1
201913299,05-10-19,12:18,33250,Compliance,0.53,0.80,,<1,<1
201913300,05-10-19,10:18,33600,Operational,0.41,0.28,,<1,<1
201913301,05-10-19,11:40,34200,Operational,0.43,0.87,,<1,<1
201913302,05-10-19,09:20,35650,Compliance,0.37,0.81,,<1,<1
201913303,05-10-19,11:09,35800,Operational,0.42,0.83,,<1,<1
201913304,05-10-19,10:49,50200,Operational,0.60,0.75,,<1,<1
201913305,05-10-19,11:15,50300,Operational,0.64,0.83,,<1,<1
201913306,05-10-19,08:43,51250,Compliance,0.27,1.00,,<1,<1
201913307,05-10-19,10:21,51950,Compliance,0.63,0.79,,<1,<1
201913308,05-10-19,09:24,53500,Operational,0.77,0.90,,<1,<1
201913309,05-10-19,09:54,59300,Operational,0.70,0.83,,<1,<1
201913312,05-10-19,09:21,20900,Operational,0.48,0.68,,<1,<1
201913313,05-10-19,08:33,21250,Compliance,0.49,0.83,,<1,<1
201913314,05-10-19,07:55,21400,Operational,0.68,0.71,,<1,<1
201913315,05-10-19,09:56,27000,Operational,0.77,0.74,,<1,<1
201913316,05-10-19,10:40,40200,Operational,0.79,0.71,,<1,<1
201913317,05-10-19,11:42,41250,Compliance,0.75,0.78,,<1,<1
201913318,05-10-19,11:08,41750,Compliance,0.55,0.75,,<1,<1
201916365,06-10-19,08:13,42100,Operational,0.64,0.71,,<1,<1
201916366,06-10-19,10:24,46100,Operational,0.54,0.74,,<1,<1
201916367,06-10-19,11:15,46250,Compliance,0.11,0.65,,<1,<1
201916368,06-10-19,11:44,47650,Compliance,0.57,0.70,,<1,<1
201916369,06-10-19,09:44,77750,Compliance,0.04,0.65,,<1,<1
201916370,06-10-19,09:05,79550,Compliance,0.25,0.69,,<1,<1
201916371,06-10-19,11:31,12000,Operational,0.64,0.66,,<1,<1
201916372,06-10-19,11:42,14100,Operational,0.76,0.73,,<1,<1
201916373,06-10-19,12:08,15250,Compliance,0.60,0.75,,<1,<1
201916374,06-10-19,12:40,16150,Compliance,0.43,0.60,,<1,<1
201916375,06-10-19,09:57,1S07,Operational,0.64,0.64,,<1,<1
201916376,06-10-19,10:26,3SC26,Operational,0.64,0.63,,<1,<1
201916377,06-10-19,08:44,40200,Operational,0.70,0.66,,<1,<1
201916378,06-10-19,08:26,40250,Compliance,1.00,0.61,,<1,<1
201916383,06-10-19,12:42,11750,Compliance,0.42,0.69,,<1,<1
201916384,06-10-19,11:55,17950,Compliance,0.71,0.62,,<1,<1
201916385,06-10-19,10:32,1S03,Operational,0.84,0.63,0.72,<1,<1
201916386,06-10-19,11:15,1S03A,Operational,0.91,0.71,0.72,<1,<1
201916387,06-10-19,10:00,1S03B,Operational,0.74,0.70,0.72,<1,<1
201916388,06-10-19,08:37,1SCH3,Operational,0.78,0.74,0.72,<1,<1
201916389,06-10-19,08:39,1SCL1,Operational,0.87,0.78,0.73,<1,<1
201916390,06-10-19,12:49,47150,Compliance,0.37,0.61,,<1,<1
201916395,06-10-19,09:09,20900,Operational,0.51,0.74,,<1,<1
201916396,06-10-19,10:23,21000,Operational,0.60,0.72,,<1,<1
201916397,06-10-19,08:15,27000,Operational,0.67,0.66,,<1,<1
201916398,06-10-19,10:56,27350,Compliance,0.43,0.62,,<1,<1
201916399,06-10-19,09:55,28050,Compliance,0.48,0.63,,<1,<1
201916400,06-10-19,12:23,36950,Compliance,0.29,0.61,,<1,<1
201916401,06-10-19,12:51,40350,Compliance,0.22,0.67,,<1,<1
201916404,06-10-19,09:19,30550,Compliance,0.37,0.61,,<1,<1
201916405,06-10-19,08:28,31450,Compliance,0.16,0.60,,<1,<1
201916406,06-10-19,10:13,31550,Compliance,0.51,0.94,,<1,<1
201916407,06-10-19,10:38,31750,Compliance,0.11,0.64,,<1,<1
201916408,06-10-19,12:04,33050,Compliance,0.51,0.71,,<1,<1
201916409,06-10-19,11:26,34300,Operational,0.54,0.84,,<1,<1
201916410,06-10-19,12:42,39950,Compliance,0.48,0.69,,<1,<1
201916411,06-10-19,11:10,50200,Operational,0.84,0.76,,<1,<1
201916412,06-10-19,11:35,50300,Operational,0.91,0.79,,<1,<1
201916413,06-10-19,12:00,53550,Compliance,0.50,0.68,,<1,<1
201916414,06-10-19,09:52,58250,Compliance,0.42,0.66,,<1,<1
201916415,06-10-19,09:15,58600,Operational,0.75,0.74,,<1,<1
201916416,06-10-19,10:34,59050,Compliance,0.84,0.73,,<1,<1
201916417,06-10-19,11:13,20150,Compliance,0.67,0.72,,<1,<1
201916418,06-10-19,10:40,20650,Compliance,0.66,0.72,,<1,<1
201916419,06-10-19,09:33,22750,Compliance,0.46,0.70,,<1,<1
201916420,06-10-19,09:05,23200,Operational,0.46,0.63,,<1,<1
201916421,06-10-19,10:08,24750,Compliance,0.76,0.73,,<1,<1
201916422,06-10-19,08:29,29300,Operational,0.55,0.65,,<1,<1
201919814,07-10-19,11:23,21550,Compliance,0.58,0.73,,<1,<1
201919815,07-10-19,09:17,21750,Compliance,0.20,0.59,,<1,<1
201919816,07-10-19,09:50,22250,Compliance,0.62,0.64,,<1,<1
201919817,07-10-19,08:44,22700,Operational,0.48,0.75,,<1,<1
201919818,07-10-19,08:17,26500,Operational,0.54,0.77,,<1,<1
201919819,07-10-19,10:25,26850,Compliance,0.50,0.66,,<1,<1
201919820,07-10-19,12:00,50200,Operational,0.65,0.70,,<1,<1
201919821,07-10-19,12:28,50300,Operational,0.75,0.78,,<1,<1
201919822,07-10-19,11:23,51100,Operational,0.72,0.73,,<1,<1
201919823,07-10-19,10:50,51450,Compliance,0.71,0.75,,<1,<1
201919824,07-10-19,10:04,56000,Operational,0.06,0.52,,<1,<1
201919825,07-10-19,09:02,57750,Compliance,0.68,0.59,,<1,<1
201919832,07-10-19,10:44,13900,Operational,0.98,0.77,,<1,<1
201919833,07-10-19,08:56,1S03,Operational,0.72,0.71,0.73,<1,<1
201919834,07-10-19,11:27,1S07,Operational,0.70,0.77,,<1,<1
201919835,07-10-19,09:29,1SCH3,Operational,0.62,0.77,0.73,<1,<1
201919836,07-10-19,09:38,1SCL1,Operational,0.75,0.72,0.74,<1,<1
201919837,07-10-19,12:21,31200,Operational,0.48,0.76,,<1,<1
201919838,07-10-19,12:40,34700,Operational,0.35,0.55,,<1,<1
201919839,07-10-19,11:54,3SC26,Operational,0.62,0.74,,<1,<1
201919840,07-10-19,11:14,44450,Compliance,0.39,0.63,,<1,<1
201919841,07-10-19,10:17,46150,Compliance,0.54,0.62,,<1,<1
201919842,07-10-19,09:26,47550,Compliance,0.49,0.67,,<1,<1
201919843,07-10-19,11:38,47850,Compliance,0.34,0.64,,<1,<1
201919844,07-10-19,08:08,76150,Compliance,0.71,0.68,,<1,<1
201919845,07-10-19,08:33,78150,Compliance,0.64,0.66,,<1,<1
201919858,07-10-19,11:26,20750,Compliance,0.59,0.78,,<1,<1
201919859,07-10-19,10:48,20900,Operational,0.49,0.79,,<1,<1
201919860,07-10-19,11:05,22950,Compliance,0.42,0.68,,<1,<1
201919861,07-10-19,10:07,27000,Operational,0.80,0.81,,<1,<1
201919862,07-10-19,09:39,27750,Compliance,0.55,0.80,,<1,<1
201919863,07-10-19,08:32,40750,Compliance,0.78,0.68,,<1,<1
201919864,07-10-19,08:51,40800,Operational,0.83,0.71,,<1,<1
201919865,07-10-19,08:09,41100,Operational,0.89,0.62,,<1,<1
201919875,07-10-19,12:05,10750,Compliance,1.05,0.83,,<1,<1
201919876,07-10-19,09:36,11250,Compliance,1.03,0.84,,<1,<1
201919877,07-10-19,10:24,17350,Compliance,0.31,0.57,,<1,<1
201919878,07-10-19,08:28,17650,Compliance,0.66,0.58,,<1,<1
201919879,07-10-19,08:59,18100,Operational,0.82,0.69,,<1,<1
201919880,07-10-19,11:31,1S03A,Operational,1.08,0.80,0.72,<1,<1
201919881,07-10-19,11:10,1S03B,Operational,0.69,0.79,0.73,<1,<1
201919882,07-10-19,08:42,30150,Compliance,0.28,0.79,,<1,<1
201919883,07-10-19,11:35,31650,Compliance,0.13,0.71,,<1,<1
201919884,07-10-19,10:20,31950,Compliance,0.49,0.82,,<1,<1
201919885,07-10-19,09:12,32950,Compliance,0.38,0.83,,<1,<1
201919886,07-10-19,11:02,33550,Compliance,0.37,0.71,,<1,<1
201919887,07-10-19,12:26,37450,Compliance,0.26,0.73,,<1,<1
201919888,07-10-19,13:27,40200,Operational,1.07,0.83,,<1,<1
201923291,08-10-19,08:30,20900,Operational,0.61,0.54,,<1,<1
201923292,08-10-19,08:03,20950,Compliance,0.42,0.58,,<1,<1
201923293,08-10-19,10:22,24450,Compliance,0.64,0.69,,<1,<1
201923294,08-10-19,09:39,24550,Compliance,0.08,0.60,,<1,<1
201923295,08-10-19,07:30,27000,Operational,0.85,0.68,,<1,<1
201923296,08-10-19,11:05,27650,Compliance,0.37,0.58,,<1,<1
201923297,08-10-19,12:15,40200,Operational,1.08,0.66,,<1,<1
201923304,08-10-19,10:35,22650,Compliance,0.47,0.55,,<1,<1
201923305,08-10-19,09:59,27450,Compliance,0.45,0.63,,<1,<1
201923306,08-10-19,09:15,50300,Operational,0.82,0.66,,<1,<1
201923307,08-10-19,07:57,50750,Compliance,0.28,0.49,,<1,<1
201923308,08-10-19,08:28,50850,Compliance,0.30,0.54,,<1,<1
201923309,08-10-19,08:49,52150,Compliance,0.74,0.63,,<1,<1
201923310,08-10-19,07:35,11350,Compliance,0.99,0.60,,<1,<1
201923311,08-10-19,09:42,14350,Compliance,0.69,0.52,,<1,<1
201923312,08-10-19,10:19,15450,Compliance,0.82,0.53,,<1,<1
201923313,08-10-19,08:04,17450,Compliance,1.05,0.57,,<1,<1
201923314,08-10-19,10:50,1S03,Operational,0.70,0.73,0.71,<1,<1
201923315,08-10-19,08:54,1S03A,Operational,1.01,0.60,0.71,<1,<1
201923316,08-10-19,12:03,1S03B,Operational,0.72,0.67,0.71,<1,<1
201923317,08-10-19,11:13,1SCH3,Operational,0.63,0.62,0.71,<1,<1
201923318,08-10-19,11:26,1SCL1,Operational,0.87,0.61,0.71,<1,<1
201923323,08-10-19,10:46,41050,Compliance,0.79,0.64,,<1,<1
201923324,08-10-19,11:12,41650,Compliance,0.92,0.67,,<1,<1
201923325,08-10-19,10:16,42150,Compliance,0.47,0.58,,<1,<1
201923326,08-10-19,09:27,43150,Compliance,0.65,0.62,,<1,<1
201923327,08-10-19,12:13,46350,Compliance,0.40,0.57,,<1,<1
201923328,08-10-19,11:41,76450,Compliance,0.78,0.65,,<1,<1
201923329,08-10-19,08:27,78550,Compliance,0.07,0.57,,<1,<1
201923330,08-10-19,10:17,10250,Compliance,0.67,0.58,,<1,<1
201923331,08-10-19,10:36,1S07,Operational,0.70,0.63,,<1,<1
201923332,08-10-19,07:17,30250,Compliance,0.23,0.56,,<1,<1
201923333,08-10-19,07:38,32350,Compliance,0.14,0.57,,<1,<1
201923334,08-10-19,07:59,37950,Compliance,0.10,0.48,,<1,<1
201923335,08-10-19,08:38,38150,Compliance,0.31,0.56,,<1,<1
201923336,08-10-19,09:01,39550,Compliance,0.21,0.52,,<1,<1
201923337,08-10-19,09:55,3SC26,Operational,0.62,0.57,,<1,<1
201926584,09-10-19,10:47,50050,Compliance,0.04,0.51,,<1,<1
201926585,09-10-19,11:17,50200,Operational,0.68,0.60,,<1,<1
201926586,09-10-19,11:17,50300,Operational,0.79,0.63,,<1,<1
201926587,09-10-19,10:08,51250,Compliance,0.61,0.74,,<1,<1
201926588,09-10-19,09:11,56300,Operational,0.83,0.67,,<1,<1
201926589,09-10-19,09:45,58850,Compliance,0.80,0.63,,<1,<1
201926590,09-10-19,08:19,27000,Operational,0.83,0.61,,<1,<1
201926591,09-10-19,09:16,40200,Operational,0.95,0.83,,<1,<1
201926592,09-10-19,11:17,41950,Compliance,0.71,0.58,,<1,<1
201926593,09-10-19,10:16,43550,Compliance,0.58,0.59,,<1,<1
201926594,09-10-19,09:40,44150,Compliance,1.02,0.62,,<1,<1
201926595,09-10-19,10:47,46450,Compliance,0.92,0.60,,<1,<1
201926596,09-10-19,09:31,24850,Compliance,0.65,0.63,,<1,<1
201926597,09-10-19,12:11,41600,Operational,0.58,0.61,,28.8,<1
201926598,09-10-19,09:06,45850,Compliance,0.66,0.57,,<1,<1
201926599,09-10-19,11:45,49200,Operational,0.58,0.54,,<1,<1
201926600,09-10-19,11:12,77550,Compliance,0.25,0.55,,<1,<1
201926601,09-10-19,10:39,77850,Compliance,0.22,0.55,,<1,<1
201926602,09-10-19,10:12,78650,Compliance,0.64,0.56,,<1,<1
201926608,09-10-19,11:55,13150,Compliance,0.48,0.60,,<1,<1
201926609,09-10-19,11:24,15300,Operational,0.62,0.56,,<1,<1
201926610,09-10-19,08:55,16450,Compliance,0.73,0.73,,<1,<1
201926611,09-10-19,10:44,18750,Compliance,0.57,0.62,,<1,<1
201926612,09-10-19,09:23,1S03A,Operational,1.05,0.78,0.69,<1,<1
201926613,09-10-19,10:02,1S03B,Operational,0.71,0.73,0.69,<1,<1
201926623,09-10-19,10:57,22550,Compliance,0.69,0.63,,<1,<1
201926624,09-10-19,12:16,25100,Operational,0.73,0.64,,<1,<1
201926625,09-10-19,11:39,25350,Compliance,0.54,0.61,,<1,<1
201926626,09-10-19,09:26,25550,Compliance,0.64,0.63,,<1,<1
201926627,09-10-19,08:56,26550,Compliance,0.45,0.57,,<1,<1
201926628,09-10-19,10:18,28950,Compliance,0.18,0.63,,<1,<1
201926629,09-10-19,09:36,11900,Operational,0.62,0.62,,<1,<1
201926630,09-10-19,08:48,16650,Compliance,1.06,0.74,,<1,<1
201926631,09-10-19,11:09,1S07,Operational,0.71,0.71,,<1,<1
201926632,09-10-19,12:16,30750,Compliance,0.42,0.61,,<1,<1
201926633,09-10-19,11:46,32200,Operational,0.26,0.49,,<1,<1
201926634,09-10-19,10:20,3SC26,Operational,0.72,0.61,,<1,<1
201926635,09-10-19,09:22,20900,Operational,0.56,0.63,,<1,<1
201926636,09-10-19,08:42,31350,Compliance,0.30,0.85,,<1,<1
201926637,09-10-19,10:57,32050,Compliance,0.46,0.62,,<1,<1
201926638,09-10-19,08:11,34350,Compliance,0.61,0.68,,<1,<1
201926639,09-10-19,11:37,35450,Compliance,0.39,0.76,,<1,<1
201926640,09-10-19,10:27,39200,Operational,0.14,0.77,,<1,<1
201926645,09-10-19,10:10,1S03,Operational,0.74,0.67,0.68,<1,<1
201926646,09-10-19,09:19,1SCH3,Operational,0.57,0.70,0.7,<1,<1
201926647,09-10-19,09:41,1SCL1,Operational,0.81,0.72,0.69,<1,<1
201930033,10-10-19,09:56,20900,Operational,0.54,0.67,,<1,<1
201930034,10-10-19,11:36,21000,Operational,0.59,0.68,,<1,<1
201930035,10-10-19,09:15,27000,Operational,0.80,0.74,,<1,<1
201930036,10-10-19,10:45,27350,Compliance,0.34,0.64,,<1,<1
201930037,10-10-19,11:13,28050,Compliance,0.23,0.63,,<1,<1
201930038,10-10-19,07:44,36950,Compliance,0.14,0.59,,<1,<1
201930039,10-10-19,08:24,40350,Compliance,0.77,0.72,,<1,<1
201930040,10-10-19,09:25,59350,Resample_Compliance,0.70,0.71,,<1,<1
201930041,10-10-19,09:09,59350,Resample_Compliance,0.70,0.70,,<1,<1
201930042,10-10-19,08:51,59350,Resample_Compliance,0.64,0.67,,<1,<1
201930043,10-10-19,11:31,20150,Compliance,0.55,0.60,,<1,<1
201930044,10-10-19,11:05,20650,Compliance,0.48,0.69,,<1,<1
201930045,10-10-19,10:04,22750,Compliance,0.38,0.71,,<1,<1
201930046,10-10-19,09:06,23200,Operational,0.45,0.74,,<1,<1
201930047,10-10-19,10:34,24750,Compliance,0.61,0.75,,<1,<1
201930048,10-10-19,09:38,29300,Operational,0.45,0.72,,<1,<1
201930051,10-10-19,11:17,11750,Compliance,0.19,0.88,,<1,<1
201930052,10-10-19,08:35,17950,Compliance,0.63,0.86,,<1,<1
201930053,10-10-19,09:22,1S03,Operational,0.81,0.74,0.69,<1,<1
201930054,10-10-19,10:36,1S03A,Operational,0.98,0.86,0.69,<1,<1
201930055,10-10-19,10:13,1S03B,Operational,0.69,1.01,0.69,<1,<1
201930056,10-10-19,08:58,1SCH3,Operational,0.63,0.83,0.69,<1,<1
201930057,10-10-19,09:03,1SCL1,Operational,0.86,0.76,0.69,<1,<1
201930058,10-10-19,11:57,47150,Compliance,0.35,0.62,,<1,<1
201930063,10-10-19,07:46,42100,Operational,0.63,0.73,,<1,<1
201930064,10-10-19,10:49,46100,Operational,0.55,0.75,,<1,<1
201930065,10-10-19,10:01,46250,Compliance,0.23,0.56,,<1,<1
201930066,10-10-19,09:22,47650,Compliance,0.67,0.59,,<1,<1
201930067,10-10-19,11:30,77750,Compliance,0.02,0.49,,<1,<1
201930068,10-10-19,08:35,79550,Compliance,0.51,0.73,,<1,<1
201930073,10-10-19,10:01,12000,Operational,0.73,0.74,,<1,<1
201930074,10-10-19,10:22,14100,Operational,0.53,0.62,,<1,<1
201930075,10-10-19,11:06,15250,Compliance,0.94,0.77,,<1,<1
201930076,10-10-19,11:42,16150,Compliance,0.85,1.06,,<1,<1
201930077,10-10-19,08:53,1S07,Operational,0.60,0.71,,<1,<1
201930078,10-10-19,09:42,3SC26,Operational,0.59,0.65,,<1,<1
201930079,10-10-19,12:49,40200,Operational,0.99,0.77,,<1,<1
201930080,10-10-19,12:28,40250,Compliance,1.04,0.79,,<1,<1
201930081,10-10-19,08:50,50200,Operational,0.67,0.71,,<1,<1
201930082,10-10-19,08:17,50300,Operational,0.79,0.81,,<1,<1
201930083,10-10-19,11:36,53550,Compliance,0.50,0.65,,<1,<1
201930084,10-10-19,10:08,58250,Compliance,0.02,0.53,,<1,<1
201930085,10-10-19,10:43,58600,Operational,0.64,0.60,,<1,<1
201930086,10-10-19,09:21,59050,Compliance,0.59,0.66,,<1,<1
201930090,10-10-19,08:22,30550,Compliance,0.24,0.56,,<1,<1
201930091,10-10-19,09:05,31450,Compliance,0.25,0.60,,<1,<1
201930092,10-10-19,09:46,31550,Compliance,0.39,0.71,,<1,<1
201930093,10-10-19,10:07,31750,Compliance,0.38,0.70,,<1,<1
201930094,10-10-19,11:27,33050,Compliance,0.41,0.80,,<1,<1
201930095,10-10-19,10:57,34300,Operational,0.40,0.77,,<1,<1
201930096,10-10-19,12:10,39950,Compliance,0.25,0.74,,<1,<1
201933397,11-10-19,07:48,20900,Operational,0.67,0.55,,<1,<1
201933398,11-10-19,08:24,21150,Compliance,0.64,0.56,,<1,<1
201933399,11-10-19,09:18,21450,Compliance,0.66,0.73,,<1,<1
201933400,11-10-19,10:01,27000,Operational,0.94,0.72,,<1,<1
201933401,11-10-19,11:37,40150,Compliance,0.12,0.39,,<1,<1
201933402,11-10-19,12:26,40200,Operational,0.98,0.68,,<1,<1
201933403,11-10-19,11:01,44350,Compliance,0.13,0.38,,<1,<1
201933408,11-10-19,12:07,20050,Compliance,0.61,0.64,,<1,<1
201933409,11-10-19,11:34,23550,Compliance,0.49,0.69,,<1,<1
201933410,11-10-19,08:03,29350,Compliance,0.35,0.60,,<1,<1
201933411,11-10-19,10:16,50300,Operational,0.83,0.66,,<1,<1
201933412,11-10-19,10:01,51350,Compliance,0.43,0.60,,<1,<1
201933413,11-10-19,09:26,52450,Compliance,0.68,0.59,,<1,<1
201933414,11-10-19,08:58,58150,Compliance,0.41,0.57,,<1,<1
201933415,11-10-19,09:13,13350,Compliance,0.93,0.57,,<1,<1
201933416,11-10-19,10:17,1S07,Operational,0.68,0.62,,<1,<1
201933417,11-10-19,12:07,30050,Compliance,0.23,0.31,,<1,<1
201933418,11-10-19,13:32,32150,Compliance,0.60,0.34,,<1,<1
201933419,11-10-19,12:44,32950,Compliance,0.24,0.25,,<1,<1
201933420,11-10-19,13:24,34650,Compliance,0.38,0.26,,<1,<1
201933421,11-10-19,09:43,35350,Compliance,0.40,0.11,,<1,<1
201933422,11-10-19,11:10,3SC26,Operational,0.77,0.16,,<1,<1
201933425,11-10-19,12:27,10850,Compliance,0.25,0.33,,<1,<1
201933426,11-10-19,08:58,13050,Compliance,0.80,0.59,,<1,<1
201933427,11-10-19,08:29,17750,Compliance,0.94,0.60,,<1,<1
201933428,11-10-19,11:09,1S03,Operational,0.71,0.63,0.69,<1,<1
201933429,11-10-19,09:54,1S03A,Operational,1.04,0.68,0.69,<1,<1
201933430,11-10-19,10:29,1S03B,Operational,0.67,0.66,0.69,<1,<1
201933431,11-10-19,11:36,1SCH3,Operational,0.78,0.12,0.71,<1,<1
201933432,11-10-19,11:53,1SCL1,Operational,0.80,0.14,0.71,<1,<1
201933437,11-10-19,10:02,29850,Compliance,0.53,0.64,,<1,<1
201933438,11-10-19,11:51,43650,Compliance,0.55,0.72,,<1,<1
201933439,11-10-19,08:00,44950,Compliance,0.68,0.71,,<1,<1
201933440,11-10-19,11:21,45050,Compliance,0.47,0.70,,<1,<1
201933441,11-10-19,09:14,45650,Compliance,0.42,0.72,,<1,<1
201933442,11-10-19,10:54,76750,Compliance,0.46,0.77,,<1,<1
201933443,11-10-19,10:26,79050,Compliance,0.53,0.78,,<1,<1
201936551,12-10-19,09:00,21900,Operational,0.76,0.78,,<1,<1
201936552,12-10-19,11:39,23850,Compliance,0.74,0.65,,<1,<1
201936553,12-10-19,09:27,26750,Compliance,0.69,0.67,,<1,<1
201936554,12-10-19,12:27,27550,Compliance,0.73,0.72,,<1,<1
201936555,12-10-19,11:10,29050,Compliance,0.76,0.67,,<1,<1
201936556,12-10-19,10:13,29450,Compliance,0.64,0.68,,<1,<1
201936557,12-10-19,10:11,20900,Operational,0.73,0.78,,<1,<1
201936558,12-10-19,11:05,25150,Compliance,0.77,0.73,,<1,<1
201936559,12-10-19,09:31,27000,Operational,1.05,0.69,,<1,<1
201936560,12-10-19,11:38,27600,Operational,0.77,0.69,,<1,<1
201936561,12-10-19,08:57,27850,Compliance,0.80,0.70,,<1,<1
201936562,12-10-19,12:30,41300,Operational,0.95,0.79,,<1,<1
201936563,12-10-19,12:03,41450,Compliance,0.75,0.77,,<1,<1
201936581,12-10-19,08:46,30250,Compliance,0.50,0.68,,<1,<1
201936582,12-10-19,09:31,32650,Compliance,0.45,0.83,,<1,<1
201936583,12-10-19,11:40,33300,Operational,0.63,0.19,,<1,<1
201936584,12-10-19,10:15,34850,Compliance,0.40,0.79,,<1,<1
201936585,12-10-19,11:11,36350,Compliance,0.44,0.24,,<1,<1
201936590,12-10-19,08:50,40650,Compliance,1.07,0.80,,<1,<1
201936591,12-10-19,12:15,42750,Compliance,0.80,0.72,,<1,<1
201936592,12-10-19,09:19,44250,Compliance,0.63,0.67,,<1,<1
201936593,12-10-19,10:05,46950,Compliance,0.79,0.63,,<1,<1
201936594,12-10-19,10:36,48600,Operational,0.93,0.71,,<1,<1
201936595,12-10-19,11:37,78350,Compliance,0.50,0.54,,<1,<1
201936596,12-10-19,11:03,79150,Compliance,0.81,0.65,,<1,<1
201936597,12-10-19,09:50,50200,Operational,0.69,0.63,,<1,<1
201936598,12-10-19,10:42,50300,Operational,0.92,0.67,,<1,<1
201936599,12-10-19,10:08,51850,Compliance,0.59,0.60,,<1,<1
201936600,12-10-19,08:21,55450,Compliance,0.68,0.65,,<1,<1
201936601,12-10-19,08:47,57200,Operational,0.53,0.51,,<1,<1
201936602,12-10-19,09:27,58950,Compliance,0.92,0.80,,<1,<1
201936608,12-10-19,09:06,1S03,Operational,0.71,0.68,0.7,<1,<1
201936609,12-10-19,09:52,1SCH3,Operational,0.72,1.04,0.71,<1,<1
201936610,12-10-19,10:02,1SCL1,Operational,0.89,0.24,0.71,<1,<1
201936613,12-10-19,09:07,10150,Compliance,0.86,0.72,,<1,<1
201936614,12-10-19,13:05,11750,Compliance,0.34,0.35,,<1,<1
201936615,12-10-19,12:35,12150,Compliance,1.02,0.95,,<1,<1
201936616,12-10-19,10:09,14000,Operational,1.01,0.90,,<1,<1
201936617,12-10-19,10:29,15050,Compliance,0.78,0.75,,<1,<1
201936618,12-10-19,12:06,1S03A,Operational,1.01,0.89,0.72,<1,<1
201936619,12-10-19,11:26,1S03B,Operational,0.68,0.85,0.72,<1,<1
201936620,12-10-19,11:38,16250,Compliance,0.68,0.70,,<1,<1
201936621,12-10-19,09:16,18500,Operational,0.74,0.74,,<1,<1
201936622,12-10-19,09:43,1S07,Operational,0.58,0.75,,<1,<1
201936623,12-10-19,10:52,35150,Compliance,0.73,0.70,,<1,<1
201936624,12-10-19,10:13,3SC26,Operational,0.75,0.14,,<1,<1
201936625,12-10-19,08:27,40200,Operational,0.89,0.95,,<1,<1
201901060,01-11-19,11:56,50200,Operational,0.59,0.61,,<1,<1
201901061,01-11-19,11:25,50300,Operational,0.73,0.72,,<1,<1
201901062,01-11-19,09:58,51450,Compliance,0.64,0.59,,<1,<1
201901063,01-11-19,09:24,56000,Operational,0.66,0.71,,<1,<1
